ID,name,country,businessId
30fbf739-fa98-405e-99a1-ee424ebfde12,Andy Weir,,BIZ-BBE-0028
10bf975a-0b61-4e41-8f16-1e8c8921f9f9,Angie Thomas,,BIZ-BBE-0029
ccfc04fb-6e98-4198-bc83-a4e97b94bdd3,Anita Diamant,,BIZ-BBE-0030
fe2bf187-4f5e-408a-9ed6-6c7637049e64,Ann Brashares,,BIZ-BBE-0031
fa0e83ee-0f96-4427-b0f2-5f329a386069,Ann Patchett,,BIZ-BBE-0032
a3901e52-89f3-4b68-925d-5bbf80d7b84c,Anna Sewell,,BIZ-BBE-0033
326042af-880d-425c-a689-8cba29994a59,Anne Frank,,BIZ-BBE-0034
2b681fb3-a9e2-484b-8ea8-9d7087b0d207,Anne Morrow Lindbergh,,BIZ-BBE-0035
bfe7b435-82ac-48e1-9deb-ccf50f27276f,Anne Rice,,BIZ-BBE-0036
cbdd9d2a-de82-4ab8-ab7c-95ea9840654b,Annie Proulx,,BIZ-BBE-0037
17e78b1f-43ee-45d6-a35d-c2b2925f0877,Anonymous,,BIZ-BBE-0038
fef16271-dbd1-4503-9f4e-c6162fd658aa,Anthony Burgess,,BIZ-BBE-0039
b39cec9a-9198-403a-b200-d6a1cabc244d,Anthony Doerr,,BIZ-BBE-0040
854544e6-dab8-4818-aeb8-6854eacebc10,Antoine de Saint-Exupéry,,BIZ-BBE-0041
e1aa8821-366f-4ddc-a116-0733c0282ab7,Aprilynne Pike,,BIZ-BBE-0042
9523e51c-af9a-4657-8139-76baed1f848e,Art Spiegelman,,BIZ-BBE-0043
a2744f72-c41d-4e00-8faa-1a56b7b3cd66,Arthur C. Clarke,,BIZ-BBE-0044
6056538d-25b8-4686-938e-6d2faf71ccba,Arthur Conan Doyle,,BIZ-BBE-0045
aa5d7996-f2d0-4c71-971d-fe74aa3777b3,Arthur Golden,,BIZ-BBE-0046
c4a56574-b5da-4f82-82aa-e351a7cb753d,Arthur Miller,,BIZ-BBE-0047
a61f0c2e-65a5-415e-aeaf-f18cd89b0260,Arundhati Roy,,BIZ-BBE-0048
4df583d9-8198-47e0-b57c-61bb1570a4a7,Astrid Lindgren,,BIZ-BBE-0049
2a9043f3-799f-4b01-ab88-9a3a862f81a5,Audrey Niffenegger,,BIZ-BBE-0050
17444b8d-0943-4d7c-ace5-ee79d4e7e9e3,Augusten Burroughs,,BIZ-BBE-0051
15907651-f1c7-4db2-b554-4113f1693b96,Ayn Rand,,BIZ-BBE-0052
49ef6c30-56a4-420f-a0f9-b56ec5ac299c,Barbara Kingsolver,,BIZ-BBE-0053
7abfcf79-2988-4c6f-ba01-7bc2a76efb61,Beatrice Sparks,,BIZ-BBE-0054
c9d11168-6859-4ae2-8a87-0b5f4c8604e6,Becca Fitzpatrick,,BIZ-BBE-0055
dc1c2b2e-eb72-4a8a-b6f7-a7ff6bf84f2e,Becky Albertalli,,BIZ-BBE-0056
9c6010e2-20bc-4423-aa1f-23c8ad7bb711,Ben Peller,,BIZ-BBE-0057
296b406d-67f9-447c-8f4a-f4e4a5dfd9c9,Benjamin Alire Sáenz,,BIZ-BBE-0058
4066b7d8-f1ea-4cdc-8497-a06e3767a50b,Bernhard Schlink,,BIZ-BBE-0059
675fb971-ed03-4a2f-b630-369e49d52c82,Beth Revis,,BIZ-BBE-0060
c20f791a-2ca2-46a3-8dd5-b9c3999b6c89,Betty Smith,,BIZ-BBE-0061
4ca61a9f-b55b-4c2e-99ee-94622beb6a39,Bill Bryson,,BIZ-BBE-0062
e6541211-cf74-4643-8ad8-38ad8a4a70db,Bill Watterson,,BIZ-BBE-0063
d678c1ba-1a60-4086-b026-d661010fe7f0,Billie Letts,,BIZ-BBE-0064
b690cd61-a565-45b7-a525-c231d8e4e81d,Boris Pasternak,,BIZ-BBE-0065
232d2beb-1b68-4ac6-a5d6-5282cde8c1a8,Bram Stoker,,BIZ-BBE-0066
b1498b40-c92c-4970-b9b2-75fa542168b8,Brandon Mull,,BIZ-BBE-0067
a3204864-d630-40ff-8c6a-1f05b34aada5,Brandon Sanderson,,BIZ-BBE-0068
cdb5909a-6d19-4ccb-a962-3484b24270ad,Bret Easton Ellis,,BIZ-BBE-0069
376d4451-134c-46e3-82ba-440494586fd6,Brian Jacques,,BIZ-BBE-0070
ce563b35-d4eb-4c13-9e02-d6bf21743914,Brian Selznick,,BIZ-BBE-0071
eccb30b9-79a5-45e1-be3c-0e6651e2171f,Bryce Courtenay,,BIZ-BBE-0072
be815b48-b08d-4a8c-9241-be4838bd1ac9,C. Toni Graham,,BIZ-BBE-0073
1491f5e6-5fa6-4405-96eb-13fd55e1f6db,C.S. Lewis,,BIZ-BBE-0074
6dbaf13e-e06b-4b68-b4a2-da95303bc219,Carl Sagan,,BIZ-BBE-0075
e2dbf851-55fb-4bfb-b286-c3bf8edb7eca,Carlos Ruiz Zafón,,BIZ-BBE-0076
6e2d1c65-dccb-43ef-a475-373ae33db418,Cassandra Clare,,BIZ-BBE-0077
6494a67d-5e23-48ae-b13d-d54d522aab7d,Catherine Marshall,,BIZ-BBE-0078
eb31b436-f567-4537-8b25-f91502de66ee,Cecelia Ahern,,BIZ-BBE-0079
81572c25-9de7-40b4-93bb-f50d988e4c2f,Chaim Potok,,BIZ-BBE-0080
bdfa3448-fe12-4740-b8c7-fb3c60959afb,Charlaine Harris,,BIZ-BBE-0081
511d01d9-4fbe-4a86-8c3e-e7e53c2f1937,Charles Bukowski,,BIZ-BBE-0082
07445db1-0ec8-4660-aabf-8f4290be3f64,Charles Darwin,,BIZ-BBE-0083
a8977d81-18d0-4135-9c79-a3d04fef4b2b,Charles Dickens,,BIZ-BBE-0084
97db3595-bf28-4478-b187-ac308c87b1f1,Charles Frazier,,BIZ-BBE-0085
4ef01128-403c-4c37-9e7d-10691c5fc0b2,Charlotte Brontë,,BIZ-BBE-0086
84a2fd51-ac23-4d0c-985a-a4b8c3c39b0e,Charlotte Perkins Gilman,,BIZ-BBE-0087
e162a99c-acf1-472f-b618-1df3597ae4cd,Chinua Achebe,,BIZ-BBE-0088
4c1bd924-c8ac-474e-bbaa-85248a4cdc71,Chris Van Allsburg,,BIZ-BBE-0089
664c2628-ef55-4419-84f4-ea428598af8f,Christopher Moore,,BIZ-BBE-0090
7d1614b4-c007-422c-8f88-914045105aa6,Christopher Paolini,,BIZ-BBE-0091
27dbed84-0a21-4da1-b8aa-cbf78ca42093,Chuck Palahniuk,,BIZ-BBE-0092
53aa7f43-8129-4113-967d-6b2c74ad0629,Claudia Gray,,BIZ-BBE-0093
cf4c8766-cf43-48e6-9940-1c7a840b6e2d,Clement C. Moore,,BIZ-BBE-0094
432ce812-9967-4770-b79c-38a1f0960485,Colleen Hoover,,BIZ-BBE-0095
9d3b5526-70cf-4bc1-8926-961b7fff542d,Colleen Houck,,BIZ-BBE-0096
cc5f57f2-977b-42f4-94f3-102596c48285,Colleen McCullough,,BIZ-BBE-0097
81c4162f-b9a6-4933-95fa-68a0ebc2d5a7,Cormac McCarthy,,BIZ-BBE-0098
1de46ba6-8ec0-40a7-8a8e-c7a394484614,Cornelia Funke,,BIZ-BBE-0099
5ba2cfdf-50fd-4bca-ad61-9c4bbf054b26,Corrie ten Boom,,BIZ-BBE-0100
2dd13537-7b1d-4cc3-a34e-f330d070383c,Cynthia Hand,,BIZ-BBE-0101
18d6bbbb-e36b-4c07-b363-6b41711243a0,D.H. Lawrence,,BIZ-BBE-0102
47f0fbb4-4e3b-470a-8ffd-b4d0be3dde28,Dale Carnegie,,BIZ-BBE-0103
bb7b841f-060b-4eaf-bb2d-20befca9b685,Dalton Trumbo,,BIZ-BBE-0104
feaa84a3-fb1e-429d-b291-e8c9c4bcc6dc,Dan Brown,,BIZ-BBE-0105
df511ea4-7c0b-4099-ba01-a9fd88c07aa9,Dan Simmons,,BIZ-BBE-0106
37d4e04e-6e54-4313-9e8b-ab9f50fb54c5,Daniel Defoe,,BIZ-BBE-0107
ba4eb612-c186-4896-b014-77ca0565b265,Daniel Keyes,,BIZ-BBE-0108
c54848da-c8bc-42b1-8baa-623d5fba77a0,Daniel Quinn,,BIZ-BBE-0109
a86712fb-226d-4bb7-ba99-6c2b284ac54e,Dante Alighieri,,BIZ-BBE-0110
2d208882-5fc5-4b2d-b4c1-7a46bb50620a,Daphne du Maurier,,BIZ-BBE-0111
d0dcff5d-f21f-44fb-8449-9af1f5989605,Dashiell Hammett,,BIZ-BBE-0112
29ddf7e3-987d-40ab-8da5-9f9f669b45b3,Dave Eggers,,BIZ-BBE-0113
5787da5c-fa59-481c-88a1-84a98f61abd4,Dave Pelzer,,BIZ-BBE-0114
aef97e68-a767-49d2-b39e-35198b1868fd,David Foster Wallace,,BIZ-BBE-0115
1bbc2b15-8ee4-444a-83e0-0784ace0f7d4,David Guterson,,BIZ-BBE-0116
f01c0b5a-8ed8-47ed-bc23-b2918c5db9e1,David Levithan,,BIZ-BBE-0117
1ec43383-0068-43d1-bbe6-b7dab4cd50c4,David McCullough,,BIZ-BBE-0118
467728d0-3d4e-41a4-80e5-e91bb1d23e78,David Mitchell,,BIZ-BBE-0119
14576d74-fbe6-4752-b8c6-c365e860fbbb,David Nicholls,,BIZ-BBE-0120
73f2ca60-628b-4a01-92f0-ff4bf4938efd,David Sedaris,,BIZ-BBE-0121
5954a958-c859-4f93-9c3c-5e196bfdece2,David Wroblewski,,BIZ-BBE-0122
3c707869-9d84-4fb0-964a-c5f1105a7535,Dean Koontz,,BIZ-BBE-0123
3af215bd-ee16-467f-b833-f9280d7c93d1,Deborah Harkness,,BIZ-BBE-0124
f75845a6-d1aa-4e7f-98c0-ad5b54647685,Dee Brown,,BIZ-BBE-0125
a3da6e42-736c-45cb-a545-2006b71379a9,Dennis Lehane,,BIZ-BBE-0126
58a60c83-88eb-49c8-8256-808cfd35f8b8,Diamante Lavendar,,BIZ-BBE-0127
67b15fc8-117c-45f8-bd99-c902c322c83b,Diana Forbes,,BIZ-BBE-0128
5559815e-eb2a-4aeb-b695-1b3178c50719,Diana Gabaldon,,BIZ-BBE-0129
f69e90c8-2976-40e0-8068-b854130dbb6c,Diana Wynne Jones,,BIZ-BBE-0130
5831bf7c-f154-42bb-9f7b-eab59c019754,Diane Setterfield,,BIZ-BBE-0131
adcf4aef-1c9b-49a1-8fb5-230a29594866,Dodie Smith,,BIZ-BBE-0132
501a62e0-8608-47d8-a6f3-f98d71f8042f,Don DeLillo,,BIZ-BBE-0133
df29cecc-09ef-4194-9b8f-ef9f1b73e79c,Donna Tartt,,BIZ-BBE-0134
73006a7f-2e50-4313-a875-eebee5204ff6,Douglas Adams,,BIZ-BBE-0135
02dd41b5-6eff-4a9a-b3b9-f997a6aa9dec,Douglas R. Hofstadter,,BIZ-BBE-0136
066c78ac-3512-40f9-9537-3618dfb53cab,Dr. Seuss,,BIZ-BBE-0137
0bf485b3-264d-4f5a-8811-9a647f826508,E. Lockhart,,BIZ-BBE-0138
85cab7bf-9cfe-4988-a5f9-36f0ff640d45,E.B. White,,BIZ-BBE-0139
76e37499-4a1b-4ce5-8d4e-ff314a8261c6,E.L. James,,BIZ-BBE-0140
369d0a46-eedb-41dd-b5f1-94e414db603f,E.L. Konigsburg,,BIZ-BBE-0141
fb60a290-c425-4e85-acdc-1fd358a764c4,E.M. Forster,,BIZ-BBE-0142
761ca083-6a2a-47fa-a537-c69e769400c6,Edgar Allan Poe,,BIZ-BBE-0143
9259a2fc-93bd-47e4-8281-d53573fb2c44,Edith Hamilton,,BIZ-BBE-0144
fba96ec7-a6c1-4b2c-9e47-10905d90205e,Edith Wharton,,BIZ-BBE-0145
6ee292da-cf67-451f-8bf4-4edf4bd220a8,Edmond Rostand,,BIZ-BBE-0146
da972522-b493-4929-a8cc-a88be1028509,Elie Wiesel,,BIZ-BBE-0147
c54f3b7a-0fa3-4379-9638-c5a6cebd7a46,Elizabeth Gaskell,,BIZ-BBE-0148
62a01efb-39c8-486f-a69a-be6bad972b6e,Elizabeth George Speare,,BIZ-BBE-0149
989e8601-5e75-4e9d-9482-b5c1add5779e,Elizabeth Gilbert,,BIZ-BBE-0150
740ec333-7533-4823-a845-3e215b405820,Elizabeth Kostova,,BIZ-BBE-0151
56b8fb04-31e8-4bf1-96dc-ff599d795fb6,Ellen Hopkins,,BIZ-BBE-0152
4bb0ae10-7877-4c66-9dc4-2f7f91e21c50,Ellen Raskin,,BIZ-BBE-0153
1f4415e0-123d-4569-89ab-b21ee6306254,Emily Brontë,,BIZ-BBE-0154
a7c31773-ea3c-4710-b8b4-9b548cdb6b69,Emily Dickinson,,BIZ-BBE-0155
be87a805-d97a-4e52-a122-0767246c32fb,Emma Donoghue,,BIZ-BBE-0156
25480b64-27f9-4199-8eee-270f227aaf92,Emmuska Orczy,,BIZ-BBE-0157
a19342df-6f89-4ff2-bb4e-9a2bdf77e920,Eoin Colfer,,BIZ-BBE-0158
17fca512-3189-4a70-971d-f81b1365ff7c,Eric Carle,,BIZ-BBE-0159
d23fd5cf-bfe8-4957-babc-0e8b54fdbcf2,Erich Maria Remarque,,BIZ-BBE-0160
7e883106-dbd2-4ac0-8931-b981700704a6,Erich Segal,,BIZ-BBE-0161
f22ceba9-178b-4a5d-834f-c6a5f6cb1840,Erik Larson,,BIZ-BBE-0162
4e36f9e4-5b67-423f-bccc-b172213dace7,Erin Hunter,,BIZ-BBE-0163
97b9feac-da77-4205-a77a-7ec2e122fa37,Erin Morgenstern,,BIZ-BBE-0164
27168704-10ff-486e-b604-058b52f99790,Ernest Cline,,BIZ-BBE-0165
22bb4f24-7622-4b6e-bf4b-ea3518753d70,Ernest Hemingway,,BIZ-BBE-0166
3a6cc176-c1da-42ac-83aa-51c0043c480a,Evelyn Waugh,,BIZ-BBE-0167
9428857b-5110-4001-b803-04525efbf9dc,F. Scott Fitzgerald,,BIZ-BBE-0168
4ee390d9-70b1-4f4c-b956-c845e46bbe85,Fannie Flagg,,BIZ-BBE-0169
699f4133-e78f-440a-af3d-8a6b9273ce92,Frances Hodgson Burnett,,BIZ-BBE-0170
01e326df-ce71-4e36-86ba-7b57ed959a89,Francine Rivers,,BIZ-BBE-0171
1c13b809-3d55-4c7d-8d88-b0f9b114a04d,Frank Herbert,,BIZ-BBE-0172
d05ffa97-f759-42e2-accf-53130f16003b,Frank McCourt,,BIZ-BBE-0173
63d80923-a5ec-45b6-acc8-4fd5cd5d152c,Franz Kafka,,BIZ-BBE-0174
7636e885-13f5-4b47-906f-bbbed0842f00,Friedrich Nietzsche,,BIZ-BBE-0175
4083fda4-1a60-4099-b1fe-e78723e50c96,Fyodor Dostoyevsky,,BIZ-BBE-0176
a7dbc496-eb19-4aec-b256-e055184d8731,Gabriel García Márquez,,BIZ-BBE-0177
42d14214-1ab9-477a-b2b3-f4200d3d8273,Gail Carson Levine,,BIZ-BBE-0178
9368adab-b61f-4f17-8ca2-aeacb6003a50,Garth Nix,,BIZ-BBE-0179
71c795cd-0bbf-4286-ae00-703ea0023e7c,Garth Stein,,BIZ-BBE-0180
aaee650d-2f53-47fa-b876-82f80ac8d2b2,Gary Chapman,,BIZ-BBE-0181
63cd1cbd-7fff-4093-a3ba-41ebd06ecf13,Gary Paulsen,,BIZ-BBE-0182
2ffde08e-c61b-4d3f-bc23-65859f0899bc,Gaston Leroux,,BIZ-BBE-0183
7b39f9c2-7f35-4547-af87-522c78ccad4b,Gayle Forman,,BIZ-BBE-0184
2f403199-badf-454d-9744-96f5ec5af9b3,Geoffrey Chaucer,,BIZ-BBE-0185
1f7e9ab8-98e3-4db1-b9b8-e8828ce1cb85,George Eliot,,BIZ-BBE-0186
58b717c1-1aa0-4e36-8f24-548ea886ee6d,George Orwell,,BIZ-BBE-0187
0da6c4d1-9e1c-44f7-9df6-543f0f27126e,George R.R. Martin,,BIZ-BBE-0188
6e732992-6087-42ab-906b-65850470bdd0,Gillian Flynn,,BIZ-BBE-0189
ed78e8d3-9992-4fa5-aa68-69c9ebd8fb15,Greg Mortenson,,BIZ-BBE-0190
fb335752-10a0-49a9-8ea0-316cdd2fb4a4,Gregory David Roberts,,BIZ-BBE-0191
e8891679-4d9f-4307-8d5f-90d14d48ec4f,Gregory Maguire,,BIZ-BBE-0192
3696c1be-829c-4f49-8901-c2e93c2156ca,Gustave Flaubert,,BIZ-BBE-0193
213bc181-8851-418e-b79a-87d17398c4ea,H.G. Wells,,BIZ-BBE-0194
83d6f2ab-9ce3-4e67-aa80-4a7fb9b2ccdf,Hanya Yanagihara,,BIZ-BBE-0195
0f1bf7b8-f1dd-4e9f-9cf8-5baadbb110ea,Harper Lee,,BIZ-BBE-0196
6f67bda7-418e-4615-ab8e-079e340b1fdb,Harriet Beecher Stowe,,BIZ-BBE-0197
caeb1fb0-11fc-4d9a-89e0-5355e590e74a,Haruki Murakami,,BIZ-BBE-0198
674a18d2-54cb-45aa-ab2c-f75e001806f6,Helen Fielding,,BIZ-BBE-0199
d1afc3ac-a2bf-40d0-bcb2-159202317160,Helen Keller,,BIZ-BBE-0200
945cc61f-c522-495a-8982-b115926f002e,Helene Hanff,,BIZ-BBE-0201
978ab180-adbd-4965-af5b-5ce6627fea70,Henri Charrière,,BIZ-BBE-0202
6f65f330-f8cb-4b0c-88d6-6026e49eef8a,Henrik Ibsen,,BIZ-BBE-0203
21785c3e-a4a7-460d-9410-33be86dcfcea,Henry David Thoreau,,BIZ-BBE-0204
95f9a1fb-42ec-44b1-a2cc-63d0cdc5e00a,Henry James,,BIZ-BBE-0205
8ea0b840-d152-487f-861b-26eba294f5cd,Herman Melville,,BIZ-BBE-0206
923f2d67-01d6-423e-8c6a-91e6f98058c1,Herman Wouk,,BIZ-BBE-0207
bc154e9c-538b-40eb-8f38-3b92864c5316,Hermann Hesse,,BIZ-BBE-0208
ad2455ac-ff91-4d85-9cf9-5789944c8ff5,Homer,,BIZ-BBE-0209
62e51a5d-d34a-49c0-bf4a-e30432da37c4,Howard Zinn,,BIZ-BBE-0210
1b9b5d8d-32fb-47cd-8f04-14d211f62bda,Hubert SelJr.,,BIZ-BBE-0211
bb00d022-7234-4d83-856f-f59bee0b24e2,Hunter S. Thompson,,BIZ-BBE-0212
7ae36de9-d64f-4d60-8654-668d3cf7ce53,Iain Banks,,BIZ-BBE-0213
b6b86b42-b1f9-4b36-8e99-69590058a302,Ian McEwan,,BIZ-BBE-0214
864d2114-16c4-4818-92f4-a36ce1f83f30,Irvine Welsh,,BIZ-BBE-0215
28a35e66-bb5f-4852-bb72-5914215c1fa8,Irving Stone,,BIZ-BBE-0216
bd75d7db-6d19-4c17-95c5-9c8ccefad3df,Isaac Asimov,,BIZ-BBE-0217
e6cfdb0c-c850-4b81-b83c-f098f256b380,Isabel Allende,,BIZ-BBE-0218
c0e2112d-6baa-4f2d-9d7e-a160863594fa,Italo Calvino,,BIZ-BBE-0219
132679dc-a32c-467f-bada-c11704b3a7b5,J.A. Redmerski,,BIZ-BBE-0220
cfc3ca06-6542-4535-a0d9-4f7e5f32353c,J.D. Salinger,,BIZ-BBE-0221
22d48649-b9cd-4e0e-9022-4eb92a56cafd,J.K. Rowling,,BIZ-BBE-0222
95abda72-93c7-4565-9831-09751fcb9e5e,J.M. Barrie,,BIZ-BBE-0223
56be81e6-5dd8-4c71-aa35-907a452c6c0a,J.M. Coetzee,,BIZ-BBE-0224
137bc7d2-67d9-4375-b2f5-4979d01398f5,J.R. Ward,,BIZ-BBE-0225
f0fea708-0c73-44ed-9c88-561726fae086,J.R.R. Tolkien,,BIZ-BBE-0226
9789c839-ef81-486a-94e3-1db9389187d3,Jack Kerouac,,BIZ-BBE-0227
dd925e72-f2b5-4d93-b2b8-f5a9c1003a49,Jack London,,BIZ-BBE-0228
c9b95420-2db1-436c-b7cb-c61cb81c0a50,Jacob Grimm,,BIZ-BBE-0229
4e26ec5c-e1c7-47b2-8ee2-8b51e5ed588c,Jacqueline Susann,,BIZ-BBE-0230
05acb7e0-f27e-4eaa-a395-76129467b286,James Clavell,,BIZ-BBE-0231
d730caab-b204-4db0-8387-ed9beae06be1,James Dashner,,BIZ-BBE-0232
37f68064-e91a-4a1c-8864-4bf2c6e924ea,James Fenimore Cooper,,BIZ-BBE-0233
aae56848-f932-4efa-af9e-4c2ae98f571c,James Frey,,BIZ-BBE-0234
9d84b0c3-b290-4a4e-af69-5e2d6c672208,James Herriot,,BIZ-BBE-0235
aa1a7da3-36ab-44b9-bc42-a46146ec2dba,James Joyce,,BIZ-BBE-0236
bdc49fc7-a155-44f7-afcf-63a6b5587644,James Patterson,,BIZ-BBE-0237
d270a7c4-9413-47d3-8b4b-630eb6157d6e,Jamie McGuire,,BIZ-BBE-0238
ed9e9dca-1876-4fc7-990f-5f049171845a,Jandy Nelson,,BIZ-BBE-0239
0a775b24-d988-49fa-9a5e-911178f9c38a,Jane Austen,,BIZ-BBE-0240
df751326-bdc0-4926-82ea-12a7b4af5004,Jane Carruth,,BIZ-BBE-0241
1b28cf81-5923-4385-976b-1c26a1f9764f,Janet Evanovich,,BIZ-BBE-0242
ebec0853-cbac-414c-a4fc-328108a5c9fc,Janet Fitch,,BIZ-BBE-0243
e1ebee00-4855-4d1b-9231-5bd1ad94e316,Jasper Fforde,,BIZ-BBE-0244
b2c09e2b-fa48-4ac5-abc0-ec7ad8a806fc,Jay Asher,,BIZ-BBE-0245
debb52e2-b67a-4c51-b5ae-bc7409955824,Jean M. Auel,,BIZ-BBE-0246
e96e93cc-5a8a-4213-804f-17e476d46983,Jean-Paul Sartre,,BIZ-BBE-0247
abe7192a-2178-4404-8798-e9641007a065,Jeaniene Frost,,BIZ-BBE-0248
c4399ebc-d855-4e9a-bda5-0d182659c9dc,Jeanne DuPrau,,BIZ-BBE-0249
1c07d29b-ebca-4126-9fdc-faa423fadefa,Jeannette Walls,,BIZ-BBE-0250
a022ba3b-7576-4139-8778-4b8111eb6e85,Jeffrey Archer,,BIZ-BBE-0251
8ab219df-bae2-426b-b313-5901ffb59e07,Jeffrey Eugenides,,BIZ-BBE-0252
03525c06-337e-4518-9395-e6ce6db723bc,Jennifer L. Armentrout,,BIZ-BBE-0253
4708b45a-098d-4328-97c9-3a8dc0cd5b00,Jennifer Niven,,BIZ-BBE-0254
15756870-19aa-48e5-bf4b-c1ebd4dfc108,Jenny Han,,BIZ-BBE-0255
b7039f5b-9551-4304-b7f8-1be53afa3fcb,Jerry Spinelli,,BIZ-BBE-0256
96cf188c-a737-40ac-989b-83e3e9905348,Jhumpa Lahiri,,BIZ-BBE-0257
c2bf427f-9836-4d2b-9918-b67f2e08b2fc,Jim Butcher,,BIZ-BBE-0258
f94312db-759c-439f-ae0b-d0a4a623dbb8,Joanne Harris,,BIZ-BBE-0259
85cd490e-61c9-429d-af52-68c3a4b056b6,Jodi Picoult,,BIZ-BBE-0260
e361cd33-1112-4912-9ec8-78005ac9b8e8,Johann Wolfgang von Goethe,,BIZ-BBE-0261
80392045-279a-4b88-88b2-af3bbd5e9487,Johanna Spyri,,BIZ-BBE-0262
71cdf198-9aad-4edd-acd6-02685a0bac78,John Ajvide Lindqvist,,BIZ-BBE-0263
dacfeb32-5675-423e-a6c3-17af4205394c,John Berendt,,BIZ-BBE-0264
e248500d-be74-427a-91e1-26a11fd673b3,John Boyne,,BIZ-BBE-0265
66b72fac-68cf-47cf-b42a-3b6c9b368baf,John Bunyan,,BIZ-BBE-0266
f2d1646f-057a-4a9d-b12b-5ecb907c1cce,John Flanagan,,BIZ-BBE-0267
b816a9da-e094-4115-a55d-afedc97f2532,John Fowles,,BIZ-BBE-0268
870ee2ac-9bc5-4d32-aef2-be695d01588f,John Green,,BIZ-BBE-0269
b1ff7fd3-f1d4-4fca-8234-8ca529880606,John Grisham,,BIZ-BBE-0270
c2bd4b0b-c567-4b69-b6da-51b18209d066,John Grogan,,BIZ-BBE-0271
fca6f665-cde7-4c86-afb7-9af2877dc770,John Irving,,BIZ-BBE-0272
dc1a6bf0-3078-40e9-90ff-1b801ce1eeaa,John Kennedy Toole,,BIZ-BBE-0273
839bd30d-b0c0-490c-aac4-3de5cb214890,John Knowles,,BIZ-BBE-0274
8d13ae33-df3d-402e-944b-2a2c1e5d8b16,John Milton,,BIZ-BBE-0275
049bc6b4-b48a-4ccb-9fd0-f2ac6dbabea4,John Steinbeck,,BIZ-BBE-0276
d9d9847d-2e8d-4f2d-903d-d31f31e19a2c,Jojo Moyes,,BIZ-BBE-0277
4b430f85-1e31-440a-9027-156b53924b94,Jon Krakauer,,BIZ-BBE-0278
9784aed8-b811-41d6-b84c-76dbf496cfb5,Jon Scieszka,,BIZ-BBE-0279
ba35a9d2-3cb9-429a-b308-7b382138446b,Jon Stone,,BIZ-BBE-0280
a00eb8a6-207e-4376-a06f-1de31b04044c,Jonathan Franzen,,BIZ-BBE-0281
7a5f8d8a-8603-4d94-9586-9ab788e2c36f,Jonathan Safran Foer,,BIZ-BBE-0282
44b5aedc-4d46-471e-af97-b325e18ef583,Jonathan Stroud,,BIZ-BBE-0283
72c4a9cd-a2a7-49cf-8aa2-848dfed9972a,Jonathan Swift,,BIZ-BBE-0284
